filename,time,Scenes,driverID,ques_score,style_score,car_name,x,y,veh_speed,test_a,test_jerk,emotion,emo_p,emo_a,emo_d,test_throttle,test_brake,test_steer,chuflag,TTC,delta_dist,longit_dist,delta_v,test_throttle_a
22_5_0,70875.912279,brake,22,3,41,"['tester', 'bra0']","[-10.874819219112396, 0.0]","[0.18890380859375, 0.0]","[54.77662861008378, 41.868824470629995]","[-1.206250846198686, 0.7036503789698352]",-0.4086595363189289,0,0.83086412,0.37474743,-0.68379635,0.3040641546249389,0.0,0.0069651510566473,"[[True, False, False, False]]",0.8424995531093161,10.876459796150472,0.18890380859375,12.907804139453788,-0.0915017499106642
22_5_0,70875.943981,brake,22,3,41,"['tester', 'bra0']","[-10.387607038021088, 0.37301212549209595]","[0.2060546875, 0.0]","[54.63748402355222, 41.80180787559653]","[-1.2192061708221333, -0.5872096662111864]",-0.4086595363189307,0,0.83086412,0.37474743,-0.68379635,0.2940641641616821,0.0,0.0069651510566473,"[[True, False, False, False]]",0.8383367607188349,10.762591849383115,0.2060546875,12.835676147955688,-0.0876214474804551
22_5_0,70875.977227,brake,22,3,41,"['tester', 'bra0']","[-9.904581487178802, 0.7423256039619446]","[0.2236328125, 0.0]","[54.48993651764836, 41.569505405350334]","[-1.2327924657632323, -1.9409391798482543]",-0.4086595363189327,0,0.83086412,0.37474743,-0.68379635,0.2840641736984253,0.0,0.0069651510566473,"[[True, False, False, False]]",0.824036520035831,10.649255478305037,0.2236328125,12.920431112298026,-0.0835521605417033
22_5_0,70876.011723,brake,22,3,41,"['tester', 'bra0']","[-9.406527936458588, 1.1210692524909973]","[0.24237060546875, 0.0]","[54.32778803353002, 41.16099252893566]","[-1.3056947350024102, -3.2895349889676586]",-2.113354279433604,0,0.83086412,0.37474743,-0.68379635,0.274064153432846,0.0,0.0069651510566473,"[[True, False, False, False]]",0.7995565196767986,10.530386796465478,0.24237060546875,13.16679550459436,-0.0805247972664058
22_5_0,70876.051406,brake,22,3,41,"['tester', 'bra0']","[-8.896576344966888, 1.5053008198738098]","[0.2623291015625, 0.0]","[54.15137977542221, 40.5950181030798]","[-1.2348434827128043, -3.961775024857863]",1.7854308469062805,0,0.83086412,0.37474743,-0.68379635,0.2640641629695892,0.0,0.0061272010207176,"[[True, False, False, False]]",0.7673059642590192,10.405184530317612,0.2623291015625,13.556361672342405,-0.0699991212610689
22_5_0,70876.08465,brake,22,3,41,"['tester', 'bra0']","[-8.419101178646088, 1.8608365654945374]","[0.28131103515625, 0.0]","[53.97680070392986, 39.969054892873494]","[-1.458735005336499, -5.230377495854557]",-6.7347949279758215,0,0.83086412,0.37474743,-0.68379635,0.2540641725063324,0.0,0.0052892654202878,"[[True, False, False, False]]",0.7338752346595718,10.283786069435116,0.28131103515625,14.007745811056369,-0.0835571871077542
22_5_0,70876.119053,brake,22,3,41,"['tester', 'bra0']","[-7.689982831478119, 2.394588053226471]","[0.311279296875, 6.103515625e-05]","[53.692700820390115, 38.93687219851399]","[-2.2938881586360447, -8.334081769551666]",-24.27559088893534,0,0.83086412,0.37474743,-0.68379635,0.2440641671419143,0.0,0.0052892654202878,"[[True, False, False, False]]",0.6834296563836338,10.089371969308038,0.31121826171875,14.755828621876129,-0.0807423558430515
22_5_0,70876.153383,brake,22,3,41,"['tester', 'bra0']","[-7.272290647029877, 2.6952105164527893]","[0.3289794921875, 0.0]","[53.5213660045605, 38.3192620258077]","[-1.3863386077516564, -4.997331236018839]",26.43604867514801,0,0.83086412,0.37474743,-0.68379635,0.2340641617774963,0.0,0.0044251573272049,"[[True, False, False, False]]",0.6556658984449609,9.972928704764126,0.3289794921875,15.202103978752795,-0.0809140480134672
22_5_0,70876.185004,brake,22,3,41,"['tester', 'bra0']","[-6.787193238735199, 3.039537250995636]","[0.34991455078125, 0.0]","[53.31527550757816, 37.58512125218538]","[-1.8104221963069362, -6.449131673905886]",-13.411454050464076,0,0.83086412,0.37474743,-0.68379635,0.2340641617774963,0.0,0.0044251573272049,"[[True, False, False, False]]",0.6247065559679386,9.832958471927666,0.34991455078125,15.730154255392776,0.0
22_5_0,70876.216615,brake,22,3,41,"['tester', 'bra0']","[-6.310649812221527, 3.3725348114967346]","[0.370849609375, 0.0]","[53.105151782533355, 36.84972734951683]","[-1.8464364115044272, -6.46218354636549]",-1.1392937648026615,0,0.83086412,0.37474743,-0.68379635,0.2140641659498214,0.0,0.0035610599443316,"[[True, False, False, False]]",0.5956894366935549,9.690283478298628,0.370849609375,16.255424433016522,-0.175747505515056
22_5_0,70876.249458,brake,22,3,41,"['tester', 'bra0']","[-5.842684209346771, 3.69439035654068]","[0.39178466796875, 0.0]","[52.88961223496549, 36.11921549574957]","[-1.8229789158050462, -6.178484283697779]",0.7142312119345149,0,0.83086412,0.37474743,-0.68379635,0.2040641605854034,0.0,0.0027231555432081,"[[True, False, False, False]]",0.5686850892195021,9.545118464500726,0.39178466796875,16.77039673921592,-0.084577513235856
22_5_0,70876.281346,brake,22,3,41,"['tester', 'bra0']","[-5.372300088405609, 4.012714922428131]","[0.41314697265625, 0.0]","[52.66381263170171, 35.381256970077374]","[-1.9669503268385247, -6.428389342954369]",-4.514908775835134,0,0.83086412,0.37474743,-0.68379635,0.1940641701221466,0.0,0.0018852575449272,"[[True, False, False, False]]",0.5430339814656596,9.394104383845734,0.41314697265625,17.282555661624336,-0.0871103590341882
22_5_0,70876.313792,brake,22,3,41,"['tester', 'bra0']","[-4.8811230063438416, 4.33955055475235]","[0.43572998046875, 0.0]","[52.41824608090931, 34.61579141911298]","[-2.10235254826664, -6.5533292155932745]",-4.173156057412895,0,0.83086412,0.37474743,-0.68379635,0.1840641647577285,0.0,0.0018852575449272,"[[True, False, False, False]]",0.517943942914993,9.230963196556338,0.43572998046875,17.802454661796332,-0.0856123795880379
22_5_0,70876.347237,brake,22,3,41,"['tester', 'bra0']","[-4.420994937419891, 4.640689432621002]","[0.45709228515625, 0.0]","[52.17924687519775, 33.899956614674494]","[-1.9850102635907596, -5.945373038438996]",3.5085150156410823,0,0.83086412,0.37474743,-0.68379635,0.1740641593933105,0.0,0.0010473638540133,"[[True, False, False, False]]",0.495735022579673,9.07320544126456,0.45709228515625,18.27929026052325,-0.0830551433224778
22_5_0,70876.378563,brake,22,3,41,"['tester', 'bra0']","[-3.957300364971161, 4.9391894936561584]","[0.47882080078125, 0.0]","[51.92959003153288, 33.179871468486425]","[-2.21378801045448, -6.3852279782781585]",-7.303126692909878,0,0.83086412,0.37474743,-0.68379635,0.1640641689300537,0.0,0.0010473638540133,"[[True, False, False, False]]",0.4744865811565449,8.909365923786021,0.47882080078125,18.749718563046457,-0.0886731509829334
22_5_0,70876.410672,brake,22,3,41,"['tester', 'bra0']","[-3.485944926738739, 5.2375293374061584]","[0.50115966796875, 0.0]","[51.66782395938401, 32.45245980856829]","[-2.2645612705516323, -6.292902129277682]",-1.5812781497097652,0,0.83086412,0.37474743,-0.68379635,0.1640641689300537,0.0,0.0010473638540133,"[[True, False, False, False]]",0.4539843323122541,8.7378581042494,0.50115966796875,19.21536415081572,0.0
22_5_0,70876.442496,brake,22,3,41,"['tester', 'bra0']","[-3.0391432642936707, 5.515649378299713]","[0.5224609375, 0.0]","[51.41224633095178, 31.76433802087805]","[-2.2308253413820283, -6.006314133803637]",1.0600782165708362,0,0.83086412,0.37474743,-0.68379635,0.1440641582012176,0.0,0.0010473638540133,"[[True, False, False, False]]",0.4354047518741337,8.570731741746632,0.5224609375,19.64790831007373,-0.1745713466217222
