filename,time,Scenes,driverID,ques_score,style_score,car_name,x,y,veh_speed,test_a,test_jerk,emotion,emo_p,emo_a,emo_d,test_throttle,test_brake,test_steer,chuflag,TTC,delta_dist,longit_dist,delta_v,test_throttle_a
25_1_1,77721.115785,brake,25,3,39,"['tester', 'bra0']","[-21.858416438102722, 0.0]","[0.01788330078125, 0.0]","[29.495962446664155, 40.518182546689914]","[8.608728791846492, -0.0806886106539072]",-23.78207131735052,1,-0.64470214,-0.12678361,0.74182111,0.972290575504303,0.0,0.0024613118730485,"[[False, False, False, False]]",-1.9831228409285384,21.85842375364624,0.01788330078125,-11.02222010002576,-0.1908898845842011
25_1_1,77721.155159,brake,25,3,39,"['tester', 'bra0']","[-21.528565287590027, 0.441961407661438]","[0.01214599609375, 0.0]","[30.58348810212659, 40.487678319745065]","[7.672333515798263, -0.2152028336866778]",-23.782071317350496,1,-0.64470214,-0.12678361,0.74182111,0.962290585041046,0.0,0.0024613118730485,"[[False, False, False, False]]",-2.218306213078208,21.970530052594963,0.01214599609375,-9.904190217618474,-0.0705484616418394
25_1_1,77721.198981,brake,25,3,39,"['tester', 'bra0']","[-21.187331080436707, 0.8832888603210449]","[0.0062255859375, 0.0]","[31.629456143179304, 40.43010996007512]","[6.630155586711017, -0.3649128524991313]",-23.78207131735047,1,-0.64470214,-0.12678361,0.74182111,0.972290575504303,0.0,0.0024613118730485,"[[False, False, False, False]]",-2.507838667439204,22.070620818801043,0.0062255859375,-8.800653816895817,0.0633876849337477
25_1_1,77721.23339,brake,25,3,39,"['tester', 'bra0']","[-20.84533202648163, 1.311278223991394]","[0.00054931640625, 0.0]","[32.62038103632974, 40.37394579046418]","[7.999561590428656, -0.45340341844639376]",39.79790181995598,1,-0.64470214,-0.12678361,0.74182111,0.972290575504303,0.0,0.0024613118730485,"[[False, False, False, False]]",-2.857603044929552,22.15661025728247,0.00054931640625,-7.753564754134437,0.0
25_1_1,77721.271195,brake,25,3,39,"['tester', 'bra0']","[-20.482317805290222, 1.7551790475845337]","[-0.00543212890625, 0.0]","[33.21777159806565, 40.30981996616435]","[4.389414699238412, -0.4711738916070641]",-95.4939000448742,1,-0.64470214,-0.12678361,0.74182111,0.972290575504303,0.0,0.0024613118730485,"[[False, False, False, False]]",-3.135553467585332,22.23749751634925,-0.00543212890625,-7.092048368098695,0.0
25_1_1,77721.315619,brake,25,3,39,"['tester', 'bra0']","[-20.132084727287292, 2.1842788457870483]","[-0.0111083984375, 0.0]","[33.19215396051732, 40.246882038642454]","[-0.16018391925480144, -0.3935430767652979]",-102.41307891630564,1,-0.64470214,-0.12678361,0.74182111,0.962290585041046,0.0,0.0024613118730485,"[[False, False, False, False]]",-3.1633201628665937,22.31636633778347,-0.0111083984375,-7.054728078125137,-0.06252870358918
25_1_1,77721.351624,brake,25,3,39,"['tester', 'bra0']","[-19.784613490104675, 2.609650731086731]","[-0.0167236328125, 0.0]","[33.179731029128604, 40.18826311139531]","[-0.09584264059090158, -0.4522437257502447]",1.78700954480686,1,-0.64470214,-0.12678361,0.74182111,0.972290575504303,0.0,0.0024613118730485,"[[False, False, False, False]]",-3.195285968349116,22.394270465644286,-0.0167236328125,-7.008532082266704,0.0771497050006209
25_1_1,77721.390067,brake,25,3,39,"['tester', 'bra0']","[-19.398518443107605, 3.07257616519928]","[-0.0228271484375, 0.0]","[34.19077941887899, 40.12475183487221]","[7.305537417680495, -0.45891374912206695]",192.52868035078947,1,-0.64470214,-0.12678361,0.74182111,0.962290585041046,0.0,0.0024613118730485,"[[False, False, False, False]]",-3.786855251929194,22.471106202725856,-0.0228271484375,-5.9339724159932175,-0.0722569812151191
25_1_1,77721.427353,brake,25,3,39,"['tester', 'bra0']","[-19.021075129508972, 3.5048166513442993]","[-0.028564453125, 0.0]","[35.4650480087121, 40.06221559499874]","[9.493201124219144, -0.46589008581699753]",58.67252336476882,1,-0.64470214,-0.12678361,0.74182111,0.972290575504303,0.0,0.0024613118730485,"[[False, False, False, False]]",-4.899950101459877,22.5259098917379,-0.028564453125,-4.597167586286638,0.0744991452079998
25_1_1,77721.464944,brake,25,3,39,"['tester', 'bra0']","[-18.650572657585144, 3.9149852991104126]","[-0.03424072265625, 0.0]","[36.53081476638672, 40.00377176232907]","[7.875457465199955, -0.4318692762546623]",-43.03539834025506,1,-0.64470214,-0.12678361,0.74182111,0.962290585041046,0.0,0.0024613118730485,"[[False, False, False, False]]",-6.49750572295025,22.565583934923424,-0.03424072265625,-3.4729569959423543,-0.0738946856605073
25_1_1,77721.509128,brake,25,3,39,"['tester', 'bra0']","[-18.249825358390808, 4.345707058906555]","[-0.040283203125, 0.0]","[37.538639945097984, 39.92990243828293]","[6.33603654129196, -0.4644046867686016]",-34.841139868740534,1,-0.64470214,-0.12678361,0.74182111,0.972290575504303,0.0,0.0024613118730485,"[[False, False, False, False]]",-9.449206217090014,22.5955683256162,-0.040283203125,-2.3912624931849464,0.0628683489221676
25_1_1,77721.545716,brake,25,3,39,"['tester', 'bra0']","[-17.846989512443542, 4.767326474189758]","[-0.0458984375, 0.0]","[38.44401296365047, 39.86331498988671]","[6.873633574810459, -0.5055349690992124]",14.693261006153282,1,-0.64470214,-0.12678361,0.74182111,0.962290585041046,0.0,0.0024613118730485,"[[False, False, False, False]]",-15.93340639877958,22.61436256474773,-0.0458984375,-1.419302026236238,-0.0759203872741005
25_1_1,77721.588279,brake,25,3,39,"['tester', 'bra0']","[-17.40008819103241, 5.2239567041397095]","[-0.05218505859375, 0.0]","[39.35781973048589, 39.84231393696182]","[5.963752859298867, -0.13705861455024104]",-21.37726934892524,1,-0.64470214,-0.12678361,0.74182111,0.9696465730667114,0.0,0.0024613118730485,"[[False, False, False, False]]",-46.69621347948177,22.62410508062372,-0.05218505859375,-0.4844942064759294,0.0480071894991005
