filename,time,Scenes,driverID,ques_score,style_score,car_name,x,y,veh_speed,test_a,test_jerk,emotion,emo_p,emo_a,emo_d,test_throttle,test_brake,test_steer,chuflag,TTC,delta_dist,longit_dist,delta_v,test_throttle_a
5_1_1,78591.987678,brake,5,1,41,"['tester', 'bra0']","[-30.34402883052826, 0.0]","[2.51171875, 0.0]","[13.607930150393411, 65.05207950687834]","[1.6125373255569346, -2.1329163245675677]",-3.738421694422625,1,-0.21111111,-0.99398071,-0.24074062,0.5605864524841309,0.0,0.0118623031303286,"[[False, False, False, False]]",-0.5898441165827765,30.447804793564867,2.51171875,-51.44414935648493,0.1038064449613021
5_1_1,78592.024388,brake,5,1,41,"['tester', 'bra0']","[-30.20698392391205, 0.6491247415542603]","[2.497314453125, 0.0013427734375]","[13.802899879374296, 64.80019788894784]","[1.4752998651535136, -1.9059415987799473]",-3.7384216944226254,1,-0.21111111,-0.99398071,-0.24074062,0.5646185278892517,0.0,0.0118623031303286,"[[False, False, False, False]]",-0.6050537944122805,30.95689449219458,2.4959716796875,-50.99729800957354,0.0305099685605391
5_1_1,78592.070102,brake,5,1,41,"['tester', 'bra0']","[-30.064171195030212, 1.312757134437561]","[2.482421875, 0.00250244140625]","[14.017565781602125, 64.53305142897467]","[1.3044016558423952, -1.6232959269498124]",-3.738421694422629,1,-0.21111111,-0.99398071,-0.24074062,0.5546185374259949,0.0,0.0118623031303286,"[[False, False, False, False]]",-0.621134844639463,31.47477770834408,2.47991943359375,-50.51548564737255,-0.060764210726101
5_1_1,78592.107273,brake,5,1,41,"['tester', 'bra0']","[-29.88520085811615, 2.1261414289474487]","[2.4638671875, 0.00372314453125]","[14.303413463109184, 64.19616137632906]","[2.136131224457487, -2.517569346273078]",22.375765207687305,1,-0.21111111,-0.99398071,-0.24074062,0.5726326107978821,0.0,0.0118623031303286,"[[False, False, False, False]]",-0.6416031111924722,32.10573692865032,2.46014404296875,-49.89274791321988,0.1346186346745178
5_1_1,78592.143824,brake,5,1,41,"['tester', 'bra0']","[-29.736833930015564, 2.784922957420349]","[2.4486083984375, 0.004638671875]","[14.545852230201875, 63.918023156668404]","[1.8424694803138666, -2.113775726460761]",-8.034301227445951,1,-0.21111111,-0.99398071,-0.24074062,0.5626326203346252,0.0,0.0118623031303286,"[[False, False, False, False]]",-0.6587062362696765,32.6134582506952,2.4439697265625,-49.37217092646653,-0.0759972402637082
5_1_1,78592.189333,brake,5,1,41,"['tester', 'bra0']","[-29.587366461753845, 3.4348431825637817]","[2.43328857421875, 0.00555419921875]","[14.79563962637705, 63.6405519470768]","[1.5246519989787874, -1.6936284249754991]",-6.983618214256121,1,-0.21111111,-0.99398071,-0.24074062,0.5884644389152527,0.0,0.0118623031303286,"[[False, False, False, False]]",-0.6760624203295643,33.111330749289145,2.427734375,-48.84491232069975,0.1576722222148908
5_1_1,78592.227399,brake,5,1,41,"['tester', 'bra0']","[-29.399376273155212, 4.232731461524963]","[2.414306640625, 0.0067138671875]","[15.12229320573184, 63.29728642799859]","[2.383678489763448, -2.504900254637966]",22.56676537925483,1,-0.21111111,-0.99398071,-0.24074062,0.5962842702865601,0.0,0.0118623031303286,"[[False, False, False, False]]",-0.698123766816333,33.718172750607984,2.4075927734375,-48.17499322226675,0.0570633999179823
5_1_1,78592.264041,brake,5,1,41,"['tester', 'bra0']","[-29.23639714717865, 4.907149434089661]","[2.3978271484375, 0.0076904296875]","[15.409221270134987, 63.00591223898265]","[2.1751607471774075, -2.2088661839562316]",-5.690675796890089,1,-0.21111111,-0.99398071,-0.24074062,0.5962842702865601,0.0,0.0118623031303286,"[[False, False, False, False]]",-0.7173512672050139,34.22710222442964,2.39013671875,-47.59669096884767,0.0
5_1_1,78592.300681,brake,5,1,41,"['tester', 'bra0']","[-29.080530524253845, 5.537794232368469]","[2.38226318359375, 0.00860595703125]","[15.687366578502727, 62.7330919785159]","[2.1086950239173845, -2.0683243914704783]",-1.81402083176985,1,-0.21111111,-0.99398071,-0.24074062,0.6117368936538696,0.0,0.0118623031303286,"[[False, False, False, False]]",-0.7358442124608545,34.69960601482648,2.3736572265625,-47.045725400013175,0.1171505289531407
5_1_1,78592.335571,brake,5,1,41,"['tester', 'bra0']","[-28.91966474056244, 6.174121975898743]","[2.36627197265625, 0.00958251953125]","[15.982830315831675, 62.4578826225442]","[2.352343374773353, -2.191087512288932]",6.983329056657176,1,-0.21111111,-0.99398071,-0.24074062,0.6269466280937195,0.0,0.0118623031303286,"[[False, False, False, False]]",-0.7551102145051807,35.17282830934894,2.356689453125,-46.47505230671252,0.1210927552906759
