filename,time,Scenes,driverID,ques_score,style_score,car_name,x,y,veh_speed,test_a,test_jerk,emotion,emo_p,emo_a,emo_d,test_throttle,test_brake,test_steer,chuflag,TTC,delta_dist,longit_dist,delta_v,test_throttle_a
19_1_0,60339.541137,brake,19,3,42,"['tester', 'bra0']","[-60.66491013765335, 0.0]","[0.796630859375, 0.0]","[59.860967988737485, 42.68749139656286]","[0.08846692484692975, -0.10671041302716783]",0.0002276543380357,0,0.60666673,-0.70886453,0.45555556,0.493677943944931,0.0,-0.0028802622109651,"[[False, False, False, False]]",3.532476945599723,60.67014045422727,0.796630859375,17.173476592174623,-0.2747252274258886
19_1_0,60339.571856,brake,19,3,42,"['tester', 'bra0']","[-60.12715607881546, 0.3836682438850403]","[0.7734375, 0.0]","[59.87075217778927, 42.663115432858184]","[0.08847391816054036, -0.22042062009200392]",0.0002276543380357,0,0.60666673,-0.70886453,0.45555556,0.4836779236793518,0.0,-0.0028802622109651,"[[False, False, False, False]]",3.516509862432178,60.51576708411725,0.7734375,17.207636744931087,-0.0904255804847858
19_1_0,60339.602191,brake,19,3,42,"['tester', 'bra0']","[-59.59203416109085, 0.7651171088218689]","[0.7501220703125, 0.0]","[59.88041481465968, 42.626781569769136]","[0.08848082405488372, -0.3327094032749764]",0.0002276543380357,0,0.60666673,-0.70886453,0.45555556,0.493677943944931,0.0,-0.0020685472991317,"[[False, False, False, False]]",3.498228484008536,60.36181236957268,0.7501220703125,17.253633244890544,0.0915702458377179
19_1_0,60339.634391,brake,19,3,42,"['tester', 'bra0']","[-59.093678295612335, 1.1199492812156677]","[0.72821044921875, 0.0]","[59.889756051186126, 42.58498545394003]","[0.08058347589739251, -0.3605600054106243]",-0.245259259538244,0,0.60666673,-0.70886453,0.45555556,0.4836779236793518,0.0,-0.0012306529097259,"[[False, False, False, False]]",3.479596983875098,60.21803082482267,0.72821044921875,17.304770597246097,-0.0862665654341238
19_1_0,60339.667718,brake,19,3,42,"['tester', 'bra0']","[-58.5823295712471, 1.483604609966278]","[0.70556640625, 0.0]","[59.89917542870923, 42.53614435996528]","[0.07850972954731081, -0.4070864629163209]",-0.0622242131078493,0,0.60666673,-0.70886453,0.45555556,0.493677943944931,0.0,-0.0003927612560801,"[[False, False, False, False]]",3.459415233630552,60.070078017391374,0.70556640625,17.36303106874395,0.0833493385940667
19_1_0,60339.703521,brake,19,3,42,"['tester', 'bra0']","[-58.04078370332718, 1.868189513683319]","[0.68133544921875, 0.0]","[59.9093651762051, 42.479698669114065]","[0.07905721350262426, -0.4379342112979197]",0.0152915664949801,0,0.60666673,-0.70886453,0.45555556,0.4836779236793518,0.0,0.0004189453611616,"[[False, False, False, False]]",3.437184136175945,59.91284745286976,0.68133544921875,17.429666507091035,-0.0775852137147731
19_1_0,60339.741422,brake,19,3,42,"['tester', 'bra0']","[-57.512677013874054, 2.2426580786705017]","[0.65765380859375, 0.0]","[59.919083336470514, 42.42124454054057]","[0.07122474243151843, -0.42841238855893177]",-0.2066560531891298,0,0.60666673,-0.70886453,0.45555556,0.493677943944931,0.0,0.0020423631649464,"[[False, False, False, False]]",3.415012321775638,59.75895397807968,0.65765380859375,17.497838795929944,0.0732905044034326
19_1_0,60339.772334,brake,19,3,42,"['tester', 'bra0']","[-56.69551545381546, 2.820901334285736]","[0.6212158203125, -6.103515625e-05]","[59.933830513146816, 42.326401634439975]","[0.1325193441180016, -0.8522661650140078]",1.9828740192332035,0,0.60666673,-0.70886453,0.45555556,0.4836779236793518,0.0,0.0020423631649464,"[[False, False, False, False]]",3.380187828563435,59.51965937592482,0.62127685546875,17.60742887870684,-0.0898610056588536
19_1_0,60339.80454,brake,19,3,42,"['tester', 'bra0']","[-56.264672100543976, 3.1252023577690125]","[0.60174560546875, -6.103515625e-05]","[59.94111624276236, 42.27499935366426]","[0.06283965044813937, -0.4433463121238608]",-2.163562493884244,0,0.60666673,-0.70886453,0.45555556,0.493677943944931,0.0,0.0028802622109651,"[[False, False, False, False]]",3.361795624422872,59.392923479206495,0.601806640625,17.6661168890981,0.0862504939275655
19_1_0,60339.835187,brake,19,3,42,"['tester', 'bra0']","[-55.75815278291702, 3.4824315905570984]","[0.5789794921875, -6.103515625e-05]","[59.9510678000975, 42.21381237423575]","[0.09019876275068518, -0.5545855442560566]",0.8927174699941934,0,0.60666673,-0.70886453,0.45555556,0.493677943944931,0.0,0.0028802622109651,"[[False, False, False, False]]",3.339895770294799,59.24341418962122,0.57904052734375,17.737255425861747,0.0
